IsBadBuy,VehicleAge,WheelType,DifAquiredAvg_CurAvgAuction,DifAquiredAboveAvg_CurAboveAvgRetail,DifAquiredAvg_CurAvgRetail,DifAquiredAboveAvg_CurAboveAvgAuction,AdjVehOd
0,4,Alloy,178,-139,114,-40,20488
0,3,Covers,333,442,394,399,22722
0,3,Covers,157,55,152,147,19871
0,7,Covers,24,-17,-6,7,13747
0,3,Covers,207,188,101,243,24050
0,5,Covers,20,61,86,-35,18504
0,2,Covers,267,445,506,260,39832
0,2,Covers,191,72,79,142,44741
0,3,Alloy,-208,453,321,-359,29589
0,4,Covers,192,153,76,214,20193
0,3,Alloy,65,159,108,153,24441
0,5,Alloy,89,378,209,131,12508
0,8,Covers,59,60,47,77,9707
0,3,Alloy,243,260,218,246,18169
0,4,Alloy,63,199,89,147,17575
0,4,Covers,-80,5,-72,-46,16666
1,5,NULL,23,-1,-23,38,13766
0,3,Covers,11,6,26,50,24663
0,5,Covers,94,155,109,84,16757
0,8,Alloy,-55,-36,-54,-33,11063
0,7,Covers,-2,-23,60,-28,9533
0,6,Alloy,15,-141,60,-160,13229
0,6,Alloy,-3,5,8,1,11036
0,4,Alloy,-203,121,-87,-230,20790
1,6,Covers,-13,39,-90,-20,14195
0,4,Alloy,-41,147,-53,14,17614
1,6,Alloy,74,232,128,96,12640
0,8,Alloy,56,60,42,60,7537
0,7,Alloy,31,135,77,19,12586
0,5,Covers,433,421,467,449,12348
0,6,Covers,-9,71,16,48,14865
1,5,Covers,-18,11,52,-31,13072
0,5,Covers,159,99,170,113,15303
0,3,Covers,8,73,88,12,13850
0,2,Covers,-58,-201,-261,-127,35488
0,3,Covers,-308,-391,-416,-359,26353
0,3,Covers,-59,-1075,-809,0,32647
1,5,Alloy,-28,-69,-55,-42,12409
0,3,Covers,-14,-196,20,-107,25643
0,3,Alloy,61,85,166,6,24657
1,7,Alloy,58,132,52,107,7105
0,5,Alloy,-132,-202,-151,-168,13512
0,4,Alloy,38,-44,1,43,16925
1,4,Covers,-353,-331,-370,-388,17727
0,5,Covers,-183,-429,-383,-260,17213
0,8,Alloy,-41,-33,-68,-11,13377
0,5,Alloy,27,-14,5,30,21762
1,8,Alloy,-1,14,27,-30,12478
1,4,Covers,91,70,140,79,22846
0,9,Alloy,9,-32,-24,-24,7972
0,4,Alloy,-259,-316,-271,-316,23614
0,2,Covers,-621,-571,-603,-698,32341
0,5,Covers,11,-53,66,-14,18276
0,6,Covers,-41,-24,-46,-51,11464
0,4,Alloy,-103,-226,-229,-214,24097
0,5,Covers,133,16,197,86,13075
0,5,Covers,62,56,62,106,19887
0,6,Alloy,-90,13,19,-117,14413
1,5,Alloy,-51,-80,-25,-75,17098
0,4,Alloy,-66,-6,25,-42,21081
0,7,Alloy,80,36,83,65,12872
1,5,Alloy,-38,6,-41,5,10605
0,3,Covers,-227,-288,-245,-266,21346
0,4,Alloy,489,667,529,618,21008
0,4,Covers,345,432,373,400,13290
0,4,Covers,-10,-19,-11,-18,22615
0,7,Alloy,-43,-34,-46,-32,11335
0,4,Alloy,-235,-180,-254,-166,20118
0,4,Covers,-148,-178,-160,-165,18361
0,4,Covers,-138,-204,-149,-189,18598
0,4,Alloy,-46,47,-49,44,18645
0,4,Covers,-39,-2,-42,-2,17487
0,5,Covers,38,9,41,8,12122
0,3,Alloy,295,238,318,220,21145
1,3,Covers,22,-59,24,-55,15467
0,2,Alloy,121,196,131,181,22450
0,3,Covers,-111,-190,-120,-176,28270
0,4,Alloy,1641,1913,1772,1771,22245
0,3,Alloy,-692,-119,-747,-110,17925
0,4,Covers,-69,-25,-75,-23,18373
0,4,Alloy,-388,-489,-419,-453,19740
0,5,Alloy,-13,-88,-14,-82,15247
0,3,Covers,109,110,118,102,28873
0,5,Alloy,185,175,200,162,17735
0,4,Alloy,90,95,97,88,11495
0,3,Alloy,-2,-184,-2,-171,24153
0,3,Covers,19,-25,21,-23,23431
0,4,Alloy,18,29,19,27,15646
0,4,Alloy,182,136,197,126,18436
0,5,Covers,336,300,363,278,17549
0,3,Alloy,106,106,115,98,22193
0,2,Alloy,-121,-499,-131,-462,43015
0,2,Covers,-103,-71,-111,-65,42059
0,3,Alloy,-105,-142,-113,-132,26182
0,2,Covers,9,82,10,76,36054
0,3,Covers,110,-738,-855,142,27662
0,3,Covers,211,252,228,233,20992
0,2,Alloy,975,205,-331,1440,40212
0,2,Alloy,0,0,0,0,37639
0,4,Covers,-210,-189,-133,-279,19249
0,5,Covers,-159,6,-124,-109,17313
0,3,Covers,-316,-130,-204,-255,18147
0,3,Covers,-89,42,73,-66,11748
0,4,Covers,-140,-129,-111,-131,12542
0,4,Alloy,-35,149,19,0,19868
0,5,Covers,6,127,172,-22,17038
0,8,Alloy,-165,-201,-167,-188,9553
0,4,Alloy,-123,-212,-60,-79,17544
0,5,Covers,-55,128,112,-28,16461
0,6,Alloy,-136,-15,-21,-117,14267
0,3,Alloy,565,475,571,535,25448
0,4,Covers,-90,-68,-116,-80,16361
1,4,Alloy,-307,-339,-241,-455,21410
0,3,Covers,-179,-22,-87,-159,23186
0,4,Alloy,-231,-211,-386,-276,15437
0,4,Alloy,-381,-205,-263,-505,17516
0,3,Covers,-458,-274,-248,-480,27088
0,3,Covers,-60,-129,-196,-56,20730
0,4,Covers,-17,-180,119,-83,17056
0,4,Alloy,86,80,142,5,20136
0,4,Alloy,34,145,-104,65,16775
0,4,Alloy,270,404,385,323,13022
0,4,Alloy,183,-27,-37,101,20624
0,4,Alloy,289,300,83,330,18080
0,7,Alloy,45,-70,-49,-20,12238
0,4,Alloy,258,194,128,285,21010
0,3,Covers,236,155,62,272,23545
0,3,Covers,236,155,62,272,24549
0,4,Alloy,177,-27,-45,145,19586
0,5,Covers,155,289,508,179,15824
0,3,Alloy,141,165,95,147,27124
0,6,Alloy,43,-15,31,-61,14297
0,5,Covers,53,-75,-116,23,17633
0,5,Covers,-59,-115,-105,-129,15370
0,5,Alloy,140,207,119,196,15811
1,5,Alloy,18,-182,-98,61,15690
0,6,Alloy,67,104,5,72,15419
0,4,Alloy,306,673,429,281,14864
0,7,Alloy,-53,19,-23,-1,12523
0,4,Covers,302,234,389,253,14951
0,3,Covers,46,-33,76,-27,12662
0,4,Alloy,54,13,70,-4,8933
0,2,Alloy,899,1192,779,1255,42157
0,3,Alloy,67,-32,-208,48,27993
0,5,Alloy,-302,-276,-405,-164,17293
0,6,Alloy,97,-22,110,15,14981
0,5,Covers,221,273,300,213,13817
1,8,Alloy,43,30,85,66,11471
1,4,Alloy,58,48,-1,52,21581
0,5,Alloy,101,181,77,150,16496
1,5,Alloy,-53,-65,-18,-93,16037
0,5,Alloy,-124,-166,-147,-207,12537
0,4,Alloy,397,302,280,412,18939
0,7,Covers,21,-52,21,10,9166
0,3,Covers,-68,118,38,-55,14665
1,7,Alloy,67,-60,-38,89,13859
1,9,Covers,2,-34,-35,6,6525
0,9,Alloy,-18,10,37,-17,9498
1,7,Alloy,72,232,106,169,13657
0,3,Alloy,0,0,0,0,26760
0,3,Alloy,0,0,0,0,21080
0,3,Covers,25,29,28,26,25127
0,8,Alloy,-7,-8,-7,-8,11430
0,2,Covers,0,0,0,0,30076
1,3,NULL,0,0,0,0,22241
0,4,Alloy,0,0,0,0,11134
0,3,Covers,0,0,0,0,22879
0,7,Alloy,0,0,0,0,14001
0,2,Covers,47,49,51,45,40670
0,4,Covers,0,0,0,0,17990
0,3,Alloy,0,0,0,0,29094
0,5,Covers,0,0,0,0,14825
0,5,Covers,0,0,0,0,13543
0,5,Alloy,0,0,0,0,11780
0,6,Special,130,148,140,137,13473
0,2,Alloy,0,0,0,0,28651
0,3,Covers,57,26,62,24,19700
0,7,Alloy,0,0,0,0,10156
0,5,Alloy,0,0,0,0,17817
0,3,Alloy,-224,-192,-242,-178,24065
0,4,Alloy,0,0,0,0,18051
0,3,Alloy,-278,-316,-301,-293,25054
0,2,Covers,0,0,0,0,38133
0,6,Alloy,-19,-13,-21,-12,13313
0,4,Alloy,-123,-113,-133,-105,19287
0,5,Alloy,-33,-47,-36,-44,17105
0,4,Covers,-39,-56,-42,-52,12954
0,3,Alloy,0,0,0,0,26362
0,3,Covers,0,0,0,0,18994
0,7,Alloy,0,0,0,0,12211
0,6,Alloy,0,0,0,0,8909
0,4,Covers,-18,-22,-19,-20,20175
0,4,Covers,-5,-11,-5,-10,21802
0,2,Covers,0,0,0,0,34813
0,4,Covers,0,0,0,0,15754
0,4,Alloy,0,0,0,0,12678
0,3,Covers,0,0,0,0,16701
0,6,Alloy,-109,-179,-118,-166,14927
0,3,Alloy,-74,-140,-80,-130,22124
0,3,Alloy,-465,-246,-502,-228,24994
0,4,Covers,0,0,0,0,19082
0,3,Alloy,0,0,0,0,22336
0,6,Alloy,-260,-258,-281,-239,15545
0,6,Covers,69,36,75,33,12865
0,3,Special,0,0,0,0,28245
0,3,Covers,43,60,47,56,19059
0,2,Alloy,0,0,0,0,36584
0,2,Alloy,0,0,0,0,34842
0,3,Covers,107,125,116,115,23221
0,3,Alloy,0,0,0,0,22306
0,4,Alloy,298,-325,-419,407,18060
0,5,Alloy,-89,-22,-96,-20,18315
0,4,Covers,0,0,0,0,18990
0,5,Alloy,0,0,0,0,13867
0,3,Covers,0,0,0,0,26770
0,4,Alloy,0,0,0,0,19387
0,7,Alloy,90,107,97,99,12347
0,5,Covers,-55,-129,-60,-119,12767
0,4,Covers,-39,-56,-42,-52,22528
0,4,Special,-61,-109,-65,-101,20904
0,3,Alloy,40,33,43,30,22024
0,5,Covers,0,0,0,0,12548
0,5,Covers,0,0,0,0,9657
1,4,NULL,0,0,0,0,18153
0,5,Covers,-12,-29,-13,-27,11687
1,5,NULL,0,0,0,0,17983
0,6,Alloy,-47,-91,-51,-84,11570
0,5,Alloy,0,0,0,0,15576
0,2,Covers,33,15,36,13,41859
1,4,Special,0,0,0,0,14699
0,3,Covers,194,132,209,122,22080
0,3,Covers,0,0,0,0,20469
0,4,Covers,-16,-43,-18,-40,16647
0,4,Covers,2,0,2,0,17976
0,4,Covers,-28,-26,-31,-24,12559
0,3,Alloy,0,0,0,0,29440
0,2,Alloy,0,0,0,0,27068
0,7,Alloy,16,23,18,21,11346
0,4,Covers,-14,-17,-15,-16,17616
0,4,Alloy,585,433,632,401,18634
0,3,Alloy,0,0,0,0,23430
0,3,Alloy,0,0,0,0,29333
0,4,Alloy,495,-519,-470,458,18254
0,2,Alloy,80,313,86,289,37779
0,3,Covers,0,0,0,0,20363
1,4,NULL,0,0,0,0,20504
0,3,Alloy,0,0,0,0,20759
0,1,Alloy,46,22,50,20,75660
0,3,Alloy,-141,-273,-153,-253,28267
0,4,Covers,-193,-253,-208,-234,19722
0,5,Alloy,55,87,60,80,14045
0,3,Alloy,-76,-123,-82,-114,27416
0,5,Covers,-81,-79,-88,-73,16209
1,2,Covers,-35,-36,-38,-34,42778
0,4,Special,-24,-64,-26,-59,15272
0,4,Alloy,0,0,0,0,17690
0,3,Alloy,-96,-36,-104,-34,19178
0,4,Alloy,73,141,79,130,18203
1,5,Special,-65,-87,-70,-80,12470
0,4,Alloy,252,179,272,166,16958
0,6,Alloy,-67,-63,-72,-58,7989
0,2,Alloy,0,0,0,0,29107
0,5,Covers,9,-16,9,-15,8785
0,5,Alloy,15,256,16,237,16359
1,4,Alloy,21,-11,23,-10,14342
0,4,Covers,-11,-31,-12,-29,17446
0,5,Alloy,173,-515,-403,147,14126
0,5,Special,14,-59,15,-55,17946
0,5,Covers,0,0,0,0,13819
0,4,Alloy,33,16,36,14,15158
0,7,Alloy,-51,-196,-55,-182,9481
0,4,Alloy,-32,22,-35,20,18744
0,5,Covers,45,50,49,47,10066
0,4,Alloy,124,110,134,102,17195
0,4,Alloy,237,282,256,261,21325
0,1,Covers,-1076,-927,-1162,-858,62975
0,3,Covers,-35,-58,-38,-54,23158
0,3,Covers,-106,-123,-114,-114,21419
0,4,Alloy,17,29,19,26,15731
0,2,Covers,150,-1003,-1153,178,20586
0,2,Alloy,7,-1050,-1188,31,27221
0,3,Covers,132,-605,-653,182,22798
0,4,Alloy,78,-660,-534,-33,17695
0,4,Alloy,-102,-721,-765,-66,13007
0,5,Alloy,-373,-938,-951,-328,12830
0,3,Alloy,-429,-1739,-1501,-398,20622
0,1,Alloy,2,-2887,-2731,49,68654
0,3,Covers,56,-684,-839,237,21853
0,2,Covers,135,-1260,-1235,141,44107
0,3,Alloy,-164,-1347,-1205,-184,24618
0,3,Alloy,97,-735,-782,195,22263
0,6,Alloy,80,-432,-368,90,12033
0,2,Covers,320,-792,-1211,691,32150
0,5,Alloy,-77,-548,-621,-78,17990
0,3,Covers,59,-965,-933,64,23374
0,5,Alloy,38,-459,-467,72,16389
0,4,Alloy,-38,-707,-668,-47,19303
0,3,Alloy,-107,-924,-908,-148,21451
0,4,Alloy,-243,-772,-741,-280,18444
0,3,Alloy,215,-943,-866,155,16736
0,4,Alloy,200,-459,-453,241,19267
1,4,Alloy,98,-755,-872,163,23168
1,2,NULL,0,0,0,0,38077
1,4,Alloy,125,-757,-706,48,22810
0,3,Alloy,-363,-1437,-1321,-395,18236
0,3,Covers,8,-759,-787,39,19983
1,4,Covers,-51,-810,-787,-44,19491
1,4,Covers,-19,-746,-624,-40,19243
0,2,Alloy,-177,-2038,-1719,-357,36030
0,4,Covers,-101,-672,-711,-85,17782
0,4,Covers,-30,-3,-170,20,20272
0,4,Alloy,-9,-121,-99,-7,17023
0,3,Alloy,-21,-376,-235,-215,20431
0,6,Alloy,64,13,53,63,13779
0,2,Alloy,-426,-197,-609,-276,34000
0,6,Alloy,-101,-52,24,-58,13618
0,6,Alloy,-13,20,39,-30,14530
0,3,Alloy,90,-41,-103,159,18816
0,3,Alloy,-462,-89,-228,-504,18864
0,4,Alloy,22,122,51,45,12817
0,4,Covers,2,109,4,61,18022
0,2,Alloy,-160,-112,-81,-239,30930
0,2,Covers,-127,-223,-95,-292,28113
0,2,Alloy,-41,52,-82,144,37814
0,4,Alloy,-83,-5,-127,-35,14686
0,1,Alloy,-790,-2335,-1527,-1039,78362
0,3,Covers,3,35,60,2,21001
0,3,Covers,251,467,409,320,21802
0,3,Covers,-213,42,170,-207,18130
0,5,Covers,-76,-112,-1,-117,15271
0,3,Alloy,77,-243,-192,24,24152
0,2,Alloy,-265,89,-62,-198,28565
0,3,Covers,5,-18,-16,14,19861
0,2,Covers,-229,64,103,-286,33183
0,2,Covers,-123,74,-54,-194,35287
0,4,Alloy,37,64,-40,82,14140
0,5,Alloy,-111,33,-76,-73,12953
0,3,Alloy,-182,-729,-358,-275,22820
0,7,Alloy,-6,346,207,-12,6433
0,3,Alloy,-317,-684,-388,-311,23849
0,4,Alloy,10,29,-67,32,13764
0,2,Alloy,2,236,201,-42,25059
0,2,Covers,-1216,-689,-883,-1447,38448
0,5,Covers,108,196,128,131,13575
0,3,Covers,-178,-127,-114,-165,22863
0,5,Alloy,-128,-468,-343,-93,11031
0,2,Covers,13,-257,56,11,33488
0,4,Covers,105,222,272,135,11463
0,5,Alloy,-172,-235,-233,-178,10447
0,3,Alloy,-214,2,-133,-269,26927
0,3,Covers,-46,149,168,-1,20783
1,4,Alloy,-118,-230,-178,-155,16033
1,2,Covers,-287,230,173,-214,33021
1,4,Alloy,-204,-163,-146,-208,15338
1,5,Covers,-108,-164,-17,-77,15440
0,6,Alloy,-34,-6,-27,-51,12566
0,2,Covers,-502,-537,-459,-510,28634
0,2,Covers,-135,-94,-121,-108,21805
1,8,Alloy,-92,181,56,-114,9784
0,3,Covers,-316,-144,-299,-260,14883
0,4,Covers,-283,28,-102,-358,14597
0,2,Covers,-237,-763,90,-519,22454
0,3,Covers,-126,-112,-187,-154,24016
0,2,Alloy,-752,-473,-584,-846,29129
0,3,Alloy,-497,-248,-158,-545,24943
0,4,Alloy,-122,-87,-117,-158,20051
0,4,Alloy,-165,-413,-161,-238,16606
0,4,Alloy,70,236,129,171,12128
0,7,Covers,-50,192,87,-26,9759
0,6,Covers,-166,-922,-699,-165,12623
0,7,Alloy,-85,-168,-54,-108,12178
0,6,Alloy,-121,-211,-53,-148,13873
0,2,Covers,-113,85,84,-149,21351
0,6,Alloy,-67,8,-49,-11,12660
1,3,Covers,-510,-291,-190,-575,18022
0,5,Alloy,-3,-111,0,12,14901
0,5,Alloy,-154,-39,-166,-135,12684
0,5,Covers,-100,111,82,-109,14531
0,5,Alloy,-103,-320,-240,-55,18119
1,3,Covers,-58,52,87,-61,15281
0,3,Covers,-145,137,-9,-136,18355
0,3,Covers,-103,-229,-163,-117,19864
0,5,Alloy,-100,125,-55,-75,14866
0,4,Covers,-110,-210,38,-262,21370
1,6,Alloy,-33,-89,-66,-14,10562
0,3,Covers,118,131,164,132,13376
0,5,Covers,-39,-10,-22,-23,7496
0,5,Covers,-106,-71,-102,-95,12851
0,2,Alloy,-522,88,-43,-500,36170
0,7,Special,-115,-200,-158,-134,8942
0,4,Covers,-414,-604,-267,-537,18167
0,2,Covers,-408,-530,-436,-561,21946
0,3,Covers,-304,72,-189,-225,21613
0,3,Alloy,-497,-312,-233,-543,28225
0,5,Covers,-180,-76,-44,-177,14963
0,2,Covers,-240,76,219,-339,26010
1,4,Alloy,-133,23,35,-174,18475
0,5,Alloy,-61,48,51,-87,12473
1,3,Covers,-121,-25,-29,-70,18456
0,3,Covers,-254,-154,-176,-201,19940
1,4,Covers,-149,-262,-179,-204,16294
1,3,NULL,-176,-146,-153,-132,20501
0,6,Alloy,-126,-44,-88,-103,12846
1,2,Alloy,-219,-529,-167,-300,32404
0,3,Covers,-240,-177,-155,-205,20661
0,3,Alloy,-204,-107,-145,-146,19651
0,3,Covers,-240,-177,-155,-205,18771
0,3,Covers,-905,-1088,-1022,-1212,21731
0,6,Alloy,-74,-81,-60,-88,6611
0,6,Alloy,-86,171,40,-106,14578
0,7,Alloy,25,-2,-15,46,6035
0,4,Covers,60,-25,27,27,15857
0,3,Covers,45,174,250,7,27982
0,4,Covers,268,-33,23,223,18557
1,6,NULL,42,13,5,34,14971
0,6,Alloy,-94,35,-65,-76,13079
0,6,Special,41,-10,124,49,9320
0,4,Alloy,225,184,161,232,22661
0,6,Covers,57,30,-5,7,13744
0,4,Alloy,142,292,353,183,21849
0,5,Covers,54,225,113,263,13414
0,3,Covers,398,790,476,538,27796
0,4,Alloy,-94,21,11,-171,22176
0,3,Covers,-127,-116,-138,-81,25272
0,6,Alloy,-6,-99,7,-90,14902
0,4,Alloy,48,-155,66,21,15384
0,5,Alloy,-35,57,-23,-79,15727
0,4,Covers,84,-227,-250,203,19865
0,5,Covers,26,-151,-126,-17,16646
0,5,Alloy,-81,-78,-91,-58,18240
0,2,Covers,405,201,157,409,39431
1,3,Covers,145,210,247,158,22808
0,2,Alloy,15,-58,-115,-30,36346
0,2,Alloy,-78,-87,-64,-184,36995
0,3,Alloy,-22,-136,30,41,17785
0,3,Covers,123,77,70,109,22250
0,6,Alloy,6,-65,-13,8,9979
0,2,Alloy,182,303,183,173,36679
0,4,Covers,121,97,88,133,15977
0,2,Alloy,-40,131,-83,-82,30743
0,2,Covers,105,-261,-355,5,41841
0,3,Covers,68,170,115,27,26067
0,5,Alloy,105,35,84,122,14278
0,2,Alloy,15,-58,-115,-30,37730
0,2,Covers,-3,-181,-149,-99,39934
0,2,Covers,-275,-282,-131,-457,41070
0,5,Covers,167,173,119,228,8843
0,3,Covers,5,124,45,67,29202
0,5,Alloy,87,81,141,73,16547
0,4,Alloy,389,562,410,403,17540
0,3,Covers,42,155,132,7,22493
0,4,Covers,8,64,-45,48,17720
0,6,Covers,44,8,84,4,11929
0,4,Covers,233,112,170,280,15088
0,4,Alloy,99,-221,-69,135,23040
0,3,Covers,197,141,133,152,27103
0,5,Alloy,-32,-125,-92,-93,16011
0,3,Covers,103,171,155,80,20994
0,4,Alloy,100,225,31,477,17242
0,3,Alloy,100,115,141,-43,25409
0,4,Covers,95,-31,-25,69,15418
1,5,NULL,3,6,1,0,18704
1,4,NULL,-19,-14,-217,-23,21798
1,6,Covers,-25,-28,-7,-52,12743
0,2,Alloy,-179,250,-230,-88,38709
0,3,Covers,77,125,30,65,19494
0,3,Alloy,-129,-167,-96,-59,13741
1,3,Covers,111,188,125,187,15179
0,4,Alloy,264,567,218,466,20785
0,5,Covers,98,58,154,116,7844
0,3,Alloy,178,124,138,143,28937
0,7,Special,17,-334,-114,-79,11899
0,3,Alloy,129,110,-32,219,21429
0,5,Alloy,24,-16,-46,-7,15948
0,5,Alloy,-170,-201,-290,-116,14338
0,3,Covers,298,400,447,262,17516
0,3,Covers,-80,80,-102,13,26247
0,3,Covers,120,149,83,172,28326
0,3,Alloy,-89,-258,-159,-72,22246
0,5,Covers,37,-63,-193,71,17851
0,5,Alloy,-90,-205,-53,-214,18406
0,3,Covers,93,110,64,118,24114
1,3,Alloy,-151,-92,-152,-126,5136
0,6,Alloy,-7,-85,-24,-8,13029
0,5,Covers,92,374,227,182,13938
0,4,Covers,-171,-243,-295,-180,14657
1,4,Alloy,565,703,542,699,21016
0,3,Covers,-48,606,138,113,24965
0,4,Covers,385,626,661,354,21247
1,3,Covers,96,-39,-97,68,25524
0,3,Covers,289,142,230,288,16760
0,3,Covers,71,337,61,200,26460
0,5,Alloy,-90,-299,-141,-215,14432
0,4,Covers,-242,-550,-474,-308,18963
0,4,Covers,92,53,0,28,20832
0,8,Alloy,17,6,-102,22,10476
0,5,Alloy,339,240,351,283,12885
0,2,Covers,191,-816,-101,-366,38569
0,2,Alloy,626,645,192,794,36133
0,6,Covers,6,95,39,25,12574
0,4,Covers,-33,-2,62,-73,20336
0,6,Alloy,1,16,13,1,9007
0,5,Covers,7,-287,-146,40,15027
0,5,Covers,195,199,105,202,14595
0,7,Covers,61,71,71,19,9395
0,5,Alloy,-80,53,-27,-23,14971
0,3,Covers,124,-34,16,34,10718
0,5,Covers,137,122,206,111,18404
0,4,Alloy,-58,38,60,-60,22595
0,6,Alloy,21,-13,-19,83,14608
0,3,Covers,35,-224,-34,-91,13644
0,8,Alloy,-72,196,2,-68,8655
0,3,Alloy,226,1497,1154,-78,29486
0,5,Alloy,72,-29,-9,-6,16344
0,4,Alloy,-180,86,-125,-19,18144
0,3,Alloy,34,157,171,40,22354
0,6,Alloy,127,284,193,109,12587
0,4,Covers,90,-100,-49,-12,19326
0,6,Alloy,114,39,28,114,14572
1,6,Alloy,51,48,-6,51,11316
1,6,NULL,9,26,14,23,9034
0,6,Alloy,201,141,95,248,13165
0,7,Covers,-39,69,-101,-32,9534
0,2,Alloy,141,277,314,101,25787
0,4,Alloy,79,121,249,45,21169
0,5,Covers,109,350,150,130,15785
0,3,Covers,167,137,48,146,26542
0,5,Alloy,-24,27,45,28,14777
0,2,Alloy,60,379,604,-152,31400
0,4,Covers,77,156,170,47,18679
0,3,Covers,-174,-125,-322,-80,30694
0,3,Alloy,279,455,375,55,24081
0,5,Alloy,88,-209,108,-106,15863
0,7,Covers,8,93,-15,29,12060
1,4,Covers,-152,-123,-140,-95,9551
0,2,Alloy,-147,-165,-192,-192,35509
0,2,Covers,-219,-356,-369,-184,15898
0,3,Alloy,54,324,250,-34,26054
0,3,Covers,14,-109,-153,8,27879
0,6,Alloy,50,112,93,88,10887
0,3,Covers,-22,-55,-145,6,18417
1,6,Covers,114,141,150,148,8857
0,4,Covers,66,165,68,126,19058
0,5,Covers,-24,-169,90,-57,15002
0,5,Alloy,94,180,186,89,17791
0,4,Alloy,90,48,117,108,18364
0,7,Alloy,60,1,24,43,11212
0,1,Covers,163,209,282,214,77614
0,4,Covers,229,329,171,292,18973
1,7,Alloy,-48,-69,-55,-52,10398
0,3,Covers,374,177,132,417,30901
0,3,Special,-83,38,158,-47,15418
0,4,Covers,88,274,245,197,17803
0,8,Alloy,25,-38,21,-40,11044
1,3,Covers,-121,-80,82,-137,20849
1,4,Alloy,7,172,115,51,16098
0,7,Covers,26,147,119,53,9755
0,6,Alloy,-34,-102,-62,-32,6773
0,2,Covers,-406,-360,-209,-233,46204
0,4,Covers,48,43,12,70,12437
0,3,Covers,384,719,655,459,29268
0,6,Alloy,-44,-106,-115,-40,13796
1,6,Covers,9,-73,-59,-56,13596
0,4,Covers,42,137,142,28,16409
0,4,Covers,-107,-219,-166,-61,21219
1,6,Alloy,103,208,199,103,13935
1,6,Alloy,40,117,99,27,13582
0,5,Alloy,166,198,93,208,17331
0,4,Covers,-100,-324,-160,-94,16337
0,4,Alloy,198,202,229,218,19946
0,9,Alloy,50,170,65,95,8215
1,5,Covers,91,109,68,110,13195
0,3,Alloy,21,43,152,62,26350
0,7,Alloy,28,96,55,24,10719
0,4,Alloy,140,32,127,89,21263
0,3,Alloy,-437,-270,-372,-380,22397
0,2,Alloy,393,161,171,623,43658
0,2,Covers,114,-110,-2,-40,42438
1,3,Covers,230,442,349,407,24141
0,3,Covers,-121,-80,82,-137,26780
0,5,Alloy,-108,614,374,-180,17804
0,3,Covers,-33,72,-213,179,28960
0,6,Alloy,-14,-56,6,-34,14221
0,3,Covers,109,209,196,181,18672
0,4,Covers,-150,-322,-149,-190,18281
0,6,Alloy,27,-24,-67,-15,14417
0,5,Alloy,113,412,179,267,16890
0,3,Alloy,25,39,130,34,28768
0,6,Covers,-54,-11,-82,-36,11028
0,1,Alloy,3490,5306,3833,5576,82784
1,5,Alloy,50,8,98,10,17377
0,4,Covers,440,315,509,348,22362
0,3,Covers,192,364,189,293,23982
0,7,Covers,120,69,87,108,12297
0,4,Covers,-177,-186,-37,-228,15182
0,6,Alloy,74,-106,-43,34,12159
0,7,Special,112,-87,111,-63,11085
0,5,Alloy,-142,-153,-104,-124,16580
0,4,Alloy,145,259,136,202,15278
0,3,Special,172,-3,-11,225,15258
0,7,Alloy,122,167,64,126,11374
0,2,Covers,-7,-31,-39,79,33108
0,5,Alloy,105,23,14,70,15049
1,6,Alloy,-68,11,-55,0,12907
0,3,Covers,-60,-94,-26,-61,22320
0,4,Covers,-12,-207,-152,52,10968
1,4,Covers,1,98,92,27,18742
0,4,Covers,9,31,49,36,15888
0,3,Covers,221,438,186,295,23572
0,3,Covers,100,165,24,174,20050
0,5,Covers,23,108,91,35,16066
0,4,Covers,173,-3,174,120,16470
0,3,Special,42,286,24,162,26270
0,7,Covers,-44,-1,-63,-21,12114
0,3,Alloy,88,-49,73,32,20867
0,4,Covers,24,425,200,61,20752
0,4,Covers,88,20,23,162,18130
0,5,Alloy,74,-172,117,-70,15055
0,2,Covers,647,1067,913,461,37403
0,7,Alloy,-3,-108,6,-8,10767
0,4,Alloy,-7,302,105,-109,18199
0,5,Covers,233,175,251,175,15856
1,5,Alloy,20,9,0,-13,13980
0,5,Alloy,12,115,117,48,14670
0,4,Alloy,71,216,195,215,19175
0,3,Covers,263,436,459,274,25448
0,5,Special,104,199,170,70,14749
0,6,Alloy,-166,-107,-169,-116,10196
1,5,Covers,3,-129,-24,9,16084
1,4,Alloy,0,231,-37,269,16096
0,3,Covers,76,-115,27,-21,27284
0,4,Alloy,344,437,531,253,20630
0,2,Covers,-57,164,263,-178,33672
0,4,Covers,209,87,250,153,18106
0,3,Covers,-271,-194,-107,-352,27000
0,7,Special,119,55,75,118,9214
0,3,Covers,267,210,86,370,26265
0,2,Covers,-172,458,269,-97,26734
0,3,Covers,-199,-113,-29,-223,27131
0,4,Alloy,163,38,137,137,14425
0,5,Covers,-33,-38,-9,-116,15396
0,3,Covers,31,-15,23,-25,15690
1,3,Covers,-342,-246,-331,-287,26026
0,5,Covers,-59,25,15,-85,14617
1,5,Alloy,35,-44,52,-23,14321
0,6,Alloy,42,169,-13,62,11252
0,4,Alloy,164,202,141,152,19193
0,2,Covers,-119,56,107,-66,31113
1,4,Covers,12,76,25,42,15995
0,4,Alloy,801,827,836,711,23997
