@relation 'training_edit2-weka.filters.unsupervised.attribute.NumericToNominal-R2-weka.filters.unsupervised.attribute.Remove-R1,3-5,7-13,16-34'

@attribute IsBadBuy {0,1}
@attribute VehicleAge numeric
@attribute WheelType {Alloy,Covers,NULL,Special}
@attribute VehOdo numeric
@attribute DifAquiredAvg_CurAvgAuction numeric
@attribute DifAquiredAboveAvg_CurAboveAvgRetail numeric
@attribute DifAquiredAvg_CurAvgRetail numeric
@attribute DifAquiredAboveAvg_CurAboveAvgAuction numeric
@attribute AdjVehOd numeric

@data
0,3,Covers,82313,0,0,0,0,27437
0,3,Covers,79132,0,0,0,0,26377
0,5,Covers,72586,0,0,0,0,14517
0,2,Alloy,71443,0,0,0,0,35721
0,3,Covers,53533,0,0,0,0,17844
0,6,Alloy,58251,0,0,0,0,9708
0,6,Alloy,78007,-62,-32,-67,-30,13001
0,4,Covers,45464,-123,-226,-132,-209,11366
0,4,Covers,71615,0,0,0,0,17903
0,2,Alloy,86698,0,0,0,0,43349
0,3,Alloy,80783,0,0,0,0,26927
0,3,Covers,48635,0,0,0,0,16211
0,4,Alloy,66656,-28,-39,-30,-36,16664
0,4,Covers,75990,0,0,0,0,18997
0,5,Alloy,66927,0,0,0,0,13385
0,3,Covers,74780,0,0,0,0,24926
0,7,Covers,67544,0,0,0,0,9649
1,8,Alloy,80428,0,0,0,0,10053
0,7,Covers,70945,0,0,0,0,10135
0,3,Covers,49993,0,0,0,0,16664
0,4,Covers,89703,0,0,0,0,22425
0,5,Covers,69935,0,0,0,0,13987
0,3,Alloy,76310,0,0,0,0,25436
0,5,Covers,60632,0,0,0,0,12126
0,4,Covers,42047,0,0,0,0,10511
0,2,Covers,78556,0,0,0,0,39278
0,3,Covers,67372,0,0,0,0,22457
0,4,Covers,83287,0,0,0,0,20821
1,5,Covers,84187,0,0,0,0,16837
0,4,Alloy,62979,0,0,0,0,15744
0,5,Covers,82630,-20,-47,-22,-43,16526
0,8,Covers,79741,8,18,9,17,9967
0,3,Alloy,91945,0,0,0,0,30648
0,2,Alloy,83502,31,17,34,16,41751
0,4,Alloy,84903,0,0,0,0,21225
0,7,Alloy,78297,56,29,61,26,11185
0,3,Covers,82897,0,0,0,0,27632
0,4,Alloy,76193,0,0,0,0,19048
0,8,Alloy,79692,0,0,0,0,9961
0,4,Covers,44554,0,0,0,0,11138
0,3,Covers,59210,0,0,0,0,19736
0,6,Alloy,80185,0,0,0,0,13364
0,4,Alloy,51718,0,0,0,0,12929
0,3,Alloy,64683,2,3,2,3,21561
0,2,Covers,67126,0,0,0,0,33563
0,3,Covers,74723,0,0,0,0,24907
0,4,Covers,60656,0,0,0,0,15164
0,3,Alloy,75552,0,0,0,0,25184
0,6,Alloy,82528,0,0,0,0,13754
0,7,Covers,73020,0,0,0,0,10431
0,3,Covers,59779,-57,44,-61,41,19926
0,3,Alloy,78175,0,0,0,0,26058
0,2,Alloy,60361,94,178,102,165,30180
0,2,Alloy,73053,0,0,0,0,36526
0,5,Alloy,54193,0,0,0,0,10838
0,3,Alloy,51744,0,0,0,0,17248
0,3,Covers,59231,0,0,0,0,19743
0,3,Covers,72871,0,0,0,0,24290
0,4,Alloy,64281,-35,14,-37,13,16070
0,7,Alloy,70019,-11,6,-12,6,10002
0,7,Alloy,59387,0,0,0,0,8483
0,3,Covers,64072,0,0,0,0,21357
0,6,Alloy,81732,0,0,0,0,13622
0,4,Covers,83900,0,0,0,0,20975
0,8,Alloy,75857,0,0,0,0,9482
0,3,Covers,75786,0,0,0,0,25262
1,4,Covers,67348,0,0,0,0,16837
0,7,Alloy,63415,0,0,0,0,9059
0,3,Covers,77540,0,0,0,0,25846
0,4,Alloy,80244,-4,-11,-4,-10,20061
1,3,Alloy,72882,0,0,0,0,24294
0,5,Alloy,93599,0,0,0,0,18719
0,6,Covers,68124,0,0,0,0,11354
0,4,Covers,64527,0,0,0,0,16131
0,4,Covers,72219,0,0,0,0,18054
0,2,Covers,78016,0,0,0,0,39008
1,6,Alloy,81999,0,0,0,0,13666
0,4,Alloy,75509,0,0,0,0,18877
1,7,Alloy,70499,0,0,0,0,10071
0,2,Covers,74189,0,0,0,0,37094
0,6,Covers,35877,0,0,0,0,5979
0,2,Covers,85145,0,0,0,0,42572
0,3,Covers,74293,0,0,0,0,24764
0,4,Covers,49751,0,0,0,0,12437
0,7,Alloy,71816,0,0,0,0,10259
0,3,Alloy,65252,0,0,0,0,21750
0,3,Alloy,74339,0,0,0,0,24779
0,5,Alloy,73649,-75,-5,-81,-5,14729
0,8,Covers,82344,86,72,93,67,10293
0,5,Alloy,87516,0,0,0,0,17503
0,7,Covers,98510,0,0,0,0,14072
0,7,Alloy,66041,0,0,0,0,9434
0,2,Covers,57663,0,0,0,0,28831
0,3,Covers,79877,0,0,0,0,26625
0,3,Alloy,66542,0,0,0,0,22180
0,7,Alloy,58169,0,0,0,0,8309
0,7,Alloy,71275,0,0,0,0,10182
0,4,Alloy,72123,0,0,0,0,18030
0,3,Alloy,83192,0,0,0,0,27730
0,3,Alloy,68214,0,0,0,0,22738
0,5,Covers,65993,0,0,0,0,13198
0,4,Covers,72377,0,0,0,0,18094
1,6,Alloy,68055,0,0,0,0,11342
0,6,Alloy,89362,0,0,0,0,14893
0,5,Alloy,79663,-256,-286,-277,-265,15932
0,6,Covers,39528,0,0,0,0,6588
0,1,Covers,43247,0,0,0,0,43247
0,1,Covers,47658,0,0,0,0,47658
0,6,Alloy,68683,0,0,0,0,11447
0,3,Alloy,55430,0,0,0,0,18476
0,6,Covers,86953,-73,-109,-79,-101,14492
0,1,Covers,43319,0,0,0,0,43319
0,7,Alloy,76732,0,0,0,0,10961
1,5,Covers,80651,0,0,0,0,16130
0,4,Covers,59703,-54,-43,-59,-39,14925
0,5,Covers,82862,0,0,0,0,16572
0,1,Covers,44715,0,0,0,0,44715
0,4,Covers,69901,0,0,0,0,17475
0,5,Alloy,56753,-65,-128,-70,-119,11350
0,2,Alloy,49093,0,0,0,0,24546
0,6,Covers,79096,10,4,11,4,13182
1,7,Alloy,50151,0,0,0,0,7164
0,5,Alloy,67664,0,0,0,0,13532
0,1,Covers,46185,0,0,0,0,46185
0,5,Covers,71716,0,0,0,0,14343
0,1,Covers,49707,0,0,0,0,49707
0,2,Alloy,76261,0,0,0,0,38130
0,5,Covers,83114,0,0,0,0,16622
0,6,Covers,76094,0,0,0,0,12682
0,6,Alloy,77142,0,0,0,0,12857
0,6,Alloy,82142,-70,-89,-76,-82,13690
0,5,Alloy,65051,0,0,0,0,13010
0,4,Covers,59099,0,0,0,0,14774
0,4,Alloy,73207,0,0,0,0,18301
0,5,Covers,58017,0,0,0,0,11603
0,7,Covers,75629,0,0,0,0,10804
1,7,Alloy,67681,0,0,0,0,9668
0,5,Covers,59409,0,0,0,0,11881
1,5,Covers,60068,0,0,0,0,12013
0,5,Covers,58631,9,8,10,7,11726
0,6,Special,70373,0,0,0,0,11728
0,6,Covers,78320,41,118,45,109,13053
0,4,Covers,76463,43,-50,47,-47,19115
0,1,Covers,51219,20,47,22,43,51219
0,5,Alloy,63515,7,8,8,7,12703
0,5,Covers,81223,-133,-119,-144,-110,16244
0,4,Covers,66472,-32,-67,-34,-62,16618
0,6,Covers,64067,0,0,0,0,10677
0,3,Covers,75185,0,0,0,0,25061
0,5,Covers,32462,0,0,0,0,6492
0,5,Alloy,79920,0,0,0,0,15984
0,4,Covers,70467,-92,-114,-99,-106,17616
0,2,Covers,79387,0,0,0,0,39693
0,1,Covers,42682,0,0,0,0,42682
0,7,Alloy,74606,0,0,0,0,10658
1,5,Alloy,70950,0,0,0,0,14190
0,6,Covers,74869,0,0,0,0,12478
0,3,Covers,67399,0,0,0,0,22466
0,6,Covers,70008,20,21,22,20,11668
0,4,Alloy,73566,56,20,60,19,18391
0,4,Alloy,90639,0,0,0,0,22659
0,6,Alloy,69630,0,0,0,0,11605
0,3,Alloy,73572,0,0,0,0,24524
0,6,Covers,72721,-46,-54,-49,-50,12120
0,5,Alloy,57921,0,0,0,0,11584
1,7,Covers,86997,0,0,0,0,12428
0,1,Covers,47036,0,0,0,0,47036
0,5,Covers,62029,0,0,0,0,12405
0,4,Covers,64554,0,0,0,0,16138
1,5,Covers,80234,0,0,0,0,16046
0,6,Alloy,84353,0,0,0,0,14058
0,1,Covers,44003,0,0,0,0,44003
0,5,Alloy,85525,42,23,45,21,17105
0,6,Alloy,89575,-59,-62,-64,-57,14929
1,2,Covers,59795,0,0,0,0,29897
0,1,Covers,55262,0,0,0,0,55262
0,7,Alloy,69560,0,0,0,0,9937
0,2,Covers,62120,0,0,0,0,31060
0,5,Alloy,81119,-27,-1,-29,-1,16223
0,6,Alloy,83979,-40,-37,-43,-34,13996
0,5,Alloy,66851,0,0,0,0,13370
0,6,Covers,86562,0,0,0,0,14427
0,6,Covers,72781,0,0,0,0,12130
0,3,Covers,75828,8,9,9,8,25276
0,3,Alloy,65567,0,0,0,0,21855
0,2,Covers,68873,0,0,0,0,34436
0,4,Alloy,83318,0,0,0,0,20829
0,3,Alloy,47803,-89,-209,-96,-194,15934
0,1,Covers,53244,0,0,0,0,53244
0,7,Alloy,80546,0,0,0,0,11506
0,5,Alloy,85294,-112,-118,-121,-110,17058
0,5,Alloy,84992,0,0,0,0,16998
0,3,Covers,73227,0,0,0,0,24409
0,2,Covers,70130,0,0,0,0,35065
0,3,Alloy,59600,0,0,0,0,19866
0,7,Covers,70114,0,0,0,0,10016
0,3,Alloy,75790,0,0,0,0,25263
0,5,Covers,74643,-86,66,-93,61,14928
0,5,Covers,65610,-20,-29,-22,-26,13122
0,5,Alloy,73439,0,0,0,0,14687
0,1,Covers,46938,20,47,22,43,46938
0,3,Covers,81692,0,0,0,0,27230
0,5,Covers,87145,0,0,0,0,17429
0,6,Covers,47204,0,0,0,0,7867
0,2,Alloy,73446,0,0,0,0,36723
0,3,Covers,78193,0,0,0,0,26064
0,5,Covers,56764,0,0,0,0,11352
0,4,Alloy,73450,0,0,0,0,18362
0,6,Covers,58732,0,0,0,0,9788
0,4,Alloy,85546,0,0,0,0,21386
0,1,Covers,48685,18,49,20,45,48685
0,4,Covers,59203,5,2,6,2,14800
0,1,Covers,43584,0,0,0,0,43584
0,5,Covers,56499,0,0,0,0,11299
0,7,Alloy,56889,0,0,0,0,8127
0,6,Alloy,82406,29,28,31,26,13734
0,7,Covers,69235,0,0,0,0,9890
0,6,Covers,77254,0,0,0,0,12875
0,4,Covers,56491,10,44,10,41,14122
0,5,Alloy,64146,0,0,0,0,12829
1,6,Alloy,82447,0,0,0,0,13741
0,4,Alloy,71453,165,-692,-522,230,17863
0,4,Covers,59204,0,0,0,0,14801
0,4,Alloy,70081,-8,-16,-9,-15,17520
0,5,Covers,54567,-47,-71,-51,-66,10913
0,7,Covers,52097,0,0,0,0,7442
0,6,Alloy,86884,0,0,0,0,14480
0,7,Covers,68613,0,0,0,0,9801
0,5,Alloy,58629,20,30,21,28,11725
0,5,Alloy,53161,0,0,0,0,10632
0,5,Alloy,79640,0,0,0,0,15928
0,4,Covers,69475,-81,-107,-87,-99,17368
0,5,Alloy,73499,-3,-54,-3,-50,14699
0,7,Alloy,51785,0,0,0,0,7397
0,5,Covers,80498,83,-530,-450,91,16099
0,4,Alloy,62309,0,0,0,0,15577
1,5,Alloy,73793,0,0,0,0,14758
0,6,Alloy,64095,0,0,0,0,10682
0,4,Covers,72237,-6,-18,-7,-17,18059
0,8,Alloy,81827,-12,-11,-13,-10,10228
0,2,Alloy,79658,0,0,0,0,39829
0,5,Covers,52171,60,68,65,63,10434
0,8,Covers,78481,16,-1,17,-1,9810
0,3,Covers,81583,0,0,0,0,27194
0,5,Covers,43048,0,0,0,0,8609
0,6,Alloy,88170,0,0,0,0,14695
0,4,Covers,79818,0,0,0,0,19954
0,8,Covers,87973,0,0,0,0,10996
1,4,Covers,67603,0,0,0,0,16900
0,7,Alloy,87869,-2,13,-2,12,12552
0,6,Alloy,57558,5,6,6,6,9593
0,4,Covers,54579,8,9,9,8,13644
0,2,Covers,50395,-233,-168,-252,-156,25197
0,6,Alloy,58489,9,-386,-422,35,9748
0,4,Covers,55727,118,158,128,147,13931
0,2,Covers,60534,0,0,0,0,30267
0,6,Covers,86315,121,-299,-285,107,14385
0,4,Covers,88423,16,22,17,20,22105
0,3,Covers,91834,47,151,50,140,30611
0,4,Alloy,84303,115,130,124,120,21075
0,4,Covers,87186,13,-84,14,-77,21796
0,6,Covers,83849,-7,8,-7,7,13974
0,2,Covers,33443,-76,-16,-82,-15,16721
0,3,Covers,58435,1,17,1,16,19478
0,4,Covers,76729,69,78,74,72,19182
0,3,Covers,65633,0,0,0,0,21877
1,4,Alloy,89486,90,149,97,138,22371
0,4,Covers,71612,8,9,9,8,17903
0,7,Covers,88696,-62,-108,-67,-100,12670
0,4,Special,71477,0,0,0,0,17869
0,3,Covers,47019,0,0,0,0,15673
1,7,Covers,73550,-31,-63,-33,-59,10507
1,3,Alloy,66733,64,168,69,156,22244
0,5,Covers,74485,145,202,156,187,14897
0,4,Covers,53201,127,217,138,201,13300
0,6,Alloy,85948,-23,-36,-25,-34,14324
0,1,Covers,47319,0,0,0,0,47319
0,5,Covers,63364,0,0,0,0,12672
0,6,Alloy,67360,181,184,196,170,11226
0,3,Covers,63568,0,0,0,0,21189
1,4,Covers,50585,0,0,0,0,12646
0,3,Covers,69828,-86,-100,-93,-93,23276
0,1,Covers,56177,-49,52,-52,48,56177
0,2,Covers,55498,-187,-225,-202,-209,27749
0,4,Alloy,63291,20,20,22,19,15822
0,5,Covers,60454,-46,-96,-50,-89,12090
0,4,Covers,78878,-37,-23,-40,-22,19719
0,3,Alloy,70610,-86,-100,-93,-93,23536
0,3,Alloy,70515,-382,-236,-412,-218,23505
0,7,Alloy,73399,90,118,97,110,10485
0,2,Alloy,71600,-16,20,-17,19,35800
0,3,Covers,56916,-97,-178,-104,-165,18972
0,4,Covers,76077,479,838,517,776,19019
0,3,Covers,42846,0,0,0,0,14282
0,3,Covers,68600,33,46,35,43,22866
0,8,Alloy,58014,0,0,0,0,7251
0,5,Covers,52991,-39,-84,-42,-78,10598
0,8,Alloy,73254,29,16,32,15,9156
0,2,Alloy,79133,0,0,0,0,39566
0,4,Covers,80620,17,62,18,57,20155
1,5,Covers,59117,-3,-15,-3,-14,11823
0,4,Covers,56984,-64,-92,-69,-85,14246
0,4,Alloy,63733,168,122,181,113,15933
0,5,Covers,63699,-86,-97,-93,-90,12739
0,4,Covers,52475,-82,-94,-89,-87,13118
0,5,Alloy,75661,-5,-1,-5,-1,15132
0,8,Alloy,95009,11,12,11,11,11876
0,1,Covers,50181,-236,-243,-255,-225,50181
1,5,Alloy,69231,-37,-52,-40,-48,13846
1,4,Covers,58745,112,35,121,32,14686
0,5,Alloy,23144,49,52,53,48,4628
0,3,Alloy,38438,89,121,96,112,12812
0,8,Alloy,88876,52,59,56,55,11109
0,4,Alloy,87550,213,291,230,270,21887
0,7,Alloy,71778,8,3,9,3,10254
0,6,Alloy,97216,52,18,56,17,16202
1,6,Covers,40200,-3,-8,-3,-8,6700
0,4,Covers,66267,52,-617,-654,31,16566
0,3,Covers,79861,-53,-143,-57,-133,26620
0,5,Alloy,97825,-229,-215,-247,-199,19565
0,1,Covers,54624,-236,-243,-255,-225,54624
0,3,Covers,56849,-46,-31,-50,-29,18949
0,3,Alloy,61930,-53,-143,-57,-133,20643
0,7,Covers,66342,136,131,147,121,9477
0,4,Covers,69251,-35,-148,-37,-137,17312
0,6,Alloy,60957,16,-44,17,-41,10159
0,3,Alloy,82811,31,45,33,42,27603
0,1,Covers,45470,-59,-62,-63,-57,45470
1,7,Alloy,76847,93,16,101,15,10978
0,6,Alloy,69540,32,52,35,48,11590
1,7,Covers,84344,38,58,41,53,12049
0,3,Covers,73045,262,362,283,335,24348
0,6,Alloy,72298,-65,-208,-70,-192,12049
0,4,Covers,66973,-47,-67,-51,-62,16743
0,3,Covers,77573,150,102,162,94,25857
0,6,Alloy,87372,151,-231,-332,206,14562
0,5,Covers,58586,-21,72,-23,67,11717
0,4,Alloy,82508,299,389,323,360,20627
0,2,Covers,53158,9,-16,9,-15,26579
0,5,Covers,80442,173,-201,-268,266,16088
1,8,Covers,54831,25,34,27,32,6853
0,4,Alloy,86179,103,91,111,84,21544
0,6,Alloy,68470,-182,-250,-197,-231,11411
0,3,Covers,76735,104,94,112,87,25578
0,7,Covers,56924,132,185,142,172,8132
1,6,Alloy,60730,-162,-105,-175,-97,10121
0,6,Alloy,70701,49,51,52,47,11783
0,5,Covers,68688,124,74,134,68,13737
0,5,Covers,63526,-12,-29,-13,-27,12705
0,7,Covers,84688,-12,-17,-13,-16,12098
0,7,Covers,75530,-7,-2,-8,-2,10790
0,4,Covers,59291,-88,-102,-95,-95,14822
0,6,Alloy,69578,-131,-165,-142,-153,11596
0,4,Covers,64224,-96,-199,-104,-184,16056
0,7,Covers,72022,-4,-11,-4,-10,10288
0,5,Alloy,73837,-97,-134,-104,-124,14767
0,6,Covers,84173,76,33,82,30,14028
0,6,Alloy,80368,60,57,65,53,13394
0,5,Alloy,80888,-87,-173,-94,-160,16177
0,2,Alloy,76003,151,116,163,107,38001
0,7,Covers,92792,-45,-77,-48,-72,13256
0,3,Covers,69738,81,115,88,106,23246
0,6,Alloy,94729,-44,-109,-48,-101,15788
0,5,Alloy,55027,210,189,227,175,11005
0,5,Covers,81142,-105,-745,-664,-192,16228
0,3,Alloy,71723,139,143,150,132,23907
1,7,Covers,72144,7,-4,8,-4,10306
0,3,Alloy,64039,2,-32,2,-30,21346
0,8,Alloy,70928,-25,10,-27,9,8866
0,2,Covers,58878,-289,-38,-312,-35,29439
0,4,Covers,85054,-129,-112,-139,-103,21263
0,4,Covers,68717,-68,-172,-74,-160,17179
0,3,Covers,54839,-38,-22,-41,-21,18279
0,8,Covers,80345,39,83,42,77,10043
0,3,Covers,60173,-38,-22,-41,-21,20057
0,6,Covers,75231,71,130,77,120,12538
0,2,Covers,76107,529,1040,571,963,38053
0,4,Alloy,84910,-39,-235,-42,-218,21227
0,7,Covers,69241,-24,-57,-26,-53,9891
0,4,Covers,69664,-97,-117,-105,-108,17416
0,5,Covers,65299,-28,-25,-30,-24,13059
0,2,Covers,61496,318,296,344,274,30748
0,2,Alloy,86863,-377,-475,-407,-440,43431
0,6,Alloy,69259,-8,-4,-8,-4,11543
0,5,Covers,59332,99,200,107,185,11866
0,6,Alloy,79076,-58,-106,-62,-99,13179
1,8,Alloy,63559,-27,-37,-29,-35,7944
0,7,Covers,85196,16,-22,17,-20,12170
0,2,Covers,53004,-60,28,-65,26,26502
0,6,Alloy,70761,204,291,220,269,11793
0,8,Covers,80188,11,-2,12,-2,10023
1,7,Alloy,88052,15,0,17,0,12578
0,5,Alloy,79152,-72,-243,-78,-225,15830
0,3,Alloy,50383,-195,-201,-211,-186,16794
1,5,Alloy,73180,-3,-12,-3,-11,14636
0,7,Alloy,49125,37,68,41,63,7017
0,5,Alloy,51528,23,36,25,33,10305
0,5,Alloy,74992,-23,-660,-562,-64,14998
0,7,Alloy,83802,75,123,81,114,11971
0,3,Covers,70413,261,-440,-446,303,23471
0,3,Covers,86876,-61,-124,-66,-115,28958
1,6,Covers,73315,-30,-91,-32,-85,12219
0,6,Alloy,66572,-151,-52,-163,-48,11095
0,6,Covers,78036,-136,-135,-147,-125,13006
0,5,Covers,54762,18,23,19,21,10952
0,6,Covers,87543,-37,-79,-40,-74,14590
0,3,Covers,59748,406,-133,-220,552,19916
0,8,Alloy,65425,56,66,60,61,8178
0,3,Alloy,77102,54,-17,58,-16,25700
0,6,Covers,82716,95,115,103,107,13786
0,8,Covers,78194,49,-148,-166,73,9774
0,4,Covers,71762,204,227,221,210,17940
0,4,Alloy,77395,-144,-331,-156,-306,19348
0,4,Alloy,66241,-15,16,-16,14,16560
0,3,Alloy,83847,96,107,104,99,27949
1,8,Covers,87206,7,40,8,37,10900
0,2,Alloy,93652,30,33,32,30,46826
0,4,Covers,61697,136,211,147,196,15424
0,5,Alloy,85072,-225,-283,-243,-262,17014
0,5,Alloy,79424,7,1,7,1,15884
1,4,Alloy,75658,-40,-60,-43,-56,18914
0,2,Alloy,83513,-315,-223,-341,-207,41756
0,6,Alloy,82990,45,26,49,24,13831
1,7,Alloy,86872,15,21,16,19,12410
0,3,Covers,71747,286,-768,-503,183,23915
0,3,Covers,76687,-66,-43,-71,-40,25562
0,5,Covers,57934,29,-65,32,-60,11586
0,3,Alloy,67487,-206,-152,-223,-141,22495
0,6,Alloy,89532,230,79,-151,394,14922
0,2,Covers,56252,480,475,519,440,28126
0,5,Covers,66691,38,5,41,5,13338
0,3,Alloy,64657,-89,-158,-96,-147,21552
1,8,Alloy,70775,57,67,62,62,8846
0,4,Alloy,74960,-110,-182,-118,-168,18740
0,7,Alloy,90537,65,-253,-229,84,12933
0,3,Alloy,68609,165,233,178,216,22869
0,4,Covers,83599,10,32,10,30,20899
0,4,Covers,76905,-21,-94,-23,-87,19226
0,3,Covers,65217,-23,-65,-25,-60,21739
1,4,Alloy,61074,-6,-11,-6,-10,15268
0,3,Covers,87287,-133,-298,-143,-276,29095
0,4,Covers,35706,106,56,115,52,8926
0,4,Alloy,74919,400,497,432,460,18729
0,3,Alloy,70912,369,348,398,323,23637
1,6,Alloy,61180,-4,-30,-4,-28,10196
0,4,Covers,80557,43,-553,-578,61,20139
0,5,Alloy,94426,14,-504,-496,40,18885
0,6,Covers,64639,-94,-971,-709,-154,10773
0,4,Covers,71391,-181,-189,-195,-175,17847
0,7,Alloy,87823,-118,-189,-127,-175,12546
0,5,Alloy,89293,100,11,108,10,17858
0,2,Covers,50326,435,553,469,512,25163
0,8,Covers,60423,-33,-32,-35,-29,7552
0,4,Alloy,49391,164,168,177,155,12347
0,6,Alloy,84316,42,76,45,70,14052
0,6,Alloy,90731,-9,1,-10,1,15121
0,4,Covers,87212,40,123,43,113,21803
1,6,Covers,84232,65,69,71,64,14038
0,3,Covers,80363,-76,-66,-82,-61,26787
1,5,Covers,75745,34,160,37,148,15149
0,3,Alloy,99057,-63,-101,-68,-93,33019
0,6,Covers,71661,-29,-13,-31,-13,11943
0,4,Covers,71307,111,24,120,23,17826
0,4,Covers,54000,593,58,-46,734,13500
0,4,Covers,66261,80,45,86,42,16565
0,2,NULL,73121,168,-1192,-1090,34,36560
0,3,NULL,49290,291,510,315,472,16430
0,2,NULL,75823,168,-1192,-1090,34,37911
0,6,NULL,55663,0,0,0,0,9277
0,2,Alloy,60015,245,232,265,214,30007
0,5,NULL,74702,87,-644,-540,110,14940
0,3,NULL,69798,58,90,63,83,23266
0,5,Alloy,78828,-5,-400,-439,53,15765
0,4,NULL,57097,175,-248,-425,273,14274
0,8,NULL,78898,62,191,67,177,9862
0,4,NULL,86870,0,0,0,0,21717
0,6,Alloy,81925,109,-187,-280,183,13654
0,7,NULL,80235,20,-218,-295,78,11462
0,3,NULL,51309,28,114,30,106,17103
0,7,NULL,78405,45,88,48,82,11200
0,5,NULL,80737,214,-308,-328,291,16147
0,5,NULL,68122,22,39,24,36,13624
1,5,NULL,72254,124,129,134,119,14450
0,3,NULL,88610,0,0,0,0,29536
0,6,NULL,39661,81,105,87,98,6610
0,3,NULL,67710,268,337,289,312,22570
0,2,NULL,82704,-250,-1497,-1438,-96,41352
0,3,NULL,65226,191,221,206,205,21742
1,7,NULL,67304,-15,23,-16,21,9614
0,2,Covers,27900,0,0,0,0,13950
1,5,Alloy,80979,-97,-645,-560,-117,16195
0,7,NULL,71205,28,27,30,25,10172
0,7,NULL,59054,-116,-167,-126,-154,8436
0,3,NULL,64973,187,-633,-755,278,21657
0,3,NULL,68818,188,-1156,-967,166,22939
0,4,Alloy,80178,131,-261,-393,233,20044
0,3,Alloy,88251,39,45,42,42,29417
0,2,Alloy,53835,235,-1453,-1392,279,26917
0,6,Alloy,84470,64,-864,-439,10,14078
0,3,Covers,66315,80,-1181,-979,21,22105
0,2,Alloy,78998,701,1117,757,1034,39499
0,5,Covers,83168,78,-375,-321,98,16633
0,2,Alloy,73702,87,4,94,4,36851
0,3,Alloy,87122,-9,-631,-731,82,29040
0,3,Alloy,70619,-6,7,-6,6,23539
0,6,Alloy,84323,28,-273,-307,35,14053
0,5,Covers,76155,347,-190,-158,337,15231
0,3,Alloy,72503,473,-246,-450,692,24167
1,5,Covers,65876,42,83,46,77,13175
0,3,Alloy,71536,245,-445,-564,338,23845
0,6,Alloy,77518,116,248,125,229,12919
0,5,Covers,71453,8,15,8,14,14290
0,4,Alloy,84701,138,-468,-520,183,21175
0,2,Alloy,82119,329,-464,-989,676,41059
1,4,Covers,87567,131,315,142,292,21891
0,2,Covers,57937,174,-1118,-1335,356,28968
0,2,Alloy,89756,821,-254,-704,989,44878
0,3,Alloy,63493,259,-244,-428,418,21164
0,3,Covers,53973,143,-736,-761,139,17991
0,7,Covers,83298,58,-328,-250,18,11899
0,4,Covers,73379,-42,-721,-704,-9,18344
1,6,Alloy,81450,-4,-521,-319,-113,13575
0,4,Alloy,70793,481,-86,-176,628,17698
0,3,Alloy,78648,253,299,273,277,26216
0,5,Alloy,68833,83,-463,-498,85,13766
0,5,Covers,83723,24,-499,-492,51,16744
0,4,Alloy,87184,89,34,97,31,21796
0,5,Covers,77431,45,108,49,100,15486
1,4,Covers,69779,-26,-39,-28,-36,17444
0,2,Covers,64922,67,-1381,-1256,13,32461
0,1,Alloy,78616,3726,1630,726,4527,78616
0,3,Alloy,59042,143,-995,-943,107,19680
0,7,Covers,74421,12,-277,-235,2,10631
0,4,Alloy,69105,49,-453,-528,49,17276
0,1,Alloy,59704,513,593,554,549,59704
0,4,Covers,63785,99,363,107,336,15946
0,6,Covers,86539,107,134,115,124,14423
0,7,Covers,62928,46,-208,-228,42,8989
0,5,Alloy,61776,114,-247,-309,192,12355
1,5,Alloy,67051,88,75,95,69,13410
0,6,Alloy,79577,75,-340,-427,149,13262
0,5,Alloy,53158,167,-52,-180,249,10631
0,3,Covers,94863,333,-909,-577,100,31621
0,6,Alloy,73138,47,-364,-418,36,12189
0,3,Covers,59395,-309,-1214,-1029,-336,19798
0,5,Alloy,87718,-13,-544,-489,-105,17543
0,3,Covers,53864,-268,-1084,-976,-346,17954
0,6,Alloy,67916,35,-334,-388,75,11319
0,3,Alloy,61634,49,72,53,66,20544
0,4,Alloy,76072,96,-784,-639,68,19018
0,6,Alloy,82427,117,-293,-369,148,13737
0,3,Covers,80008,373,-371,-630,529,26669
0,4,Alloy,71317,176,319,190,295,17829
0,5,Covers,76186,53,42,57,39,15237
0,3,Alloy,73089,143,-567,-722,176,24363
0,4,Alloy,47248,77,-727,-571,34,11812
0,4,Alloy,73929,141,-304,-557,316,18482
0,2,Covers,47566,-201,-1569,-1442,-233,23783
0,1,Alloy,78147,1532,-1549,-999,1271,78147
0,5,Covers,17538,-39,-395,-533,64,3507
0,4,Alloy,71188,455,-452,-246,236,17797
0,3,Alloy,93988,2,110,2,102,31329
0,4,Covers,66607,145,-382,-463,225,16651
0,6,Alloy,31796,21,-292,-320,56,5299
0,4,Covers,74602,202,255,218,236,18650
0,5,Alloy,74902,118,-233,-311,188,14980
0,8,Covers,87600,7,-475,-312,2,10950
0,8,Alloy,62379,19,38,20,35,7797
0,4,Covers,72147,120,-524,-526,156,18036
0,2,Alloy,79367,1314,283,40,1592,39683
0,5,Covers,64906,156,136,168,126,12981
1,5,Alloy,83650,-19,-426,-460,-34,16730
0,2,Alloy,84325,150,-1065,-1169,322,42162
0,4,Covers,68108,9,-563,-531,4,17027
0,2,Covers,63703,-560,-1903,-1663,-834,31851
0,3,Covers,89774,330,-466,-593,369,29924
0,5,Covers,76223,36,-351,-352,64,15244
0,2,Alloy,60568,-112,-1998,-1767,-226,30284
